BHK,Rent,Size,Bathroom,Price per Square Foot,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Area Type_Carpet Area,Area Type_Super Area,City_Chennai,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family,Cluster
2,57000,625,2,91,0,0,1,0,0,0,0,0,1,0,0,0
4,130000,1432,3,90,0,1,1,0,0,0,0,0,1,1,0,1
1,25000,425,1,58,0,1,1,0,0,0,0,0,1,0,0,0
2,56000,649,2,86,1,0,1,0,0,0,0,0,1,0,0,0
2,55000,905,2,60,0,1,1,0,0,0,0,0,1,0,0,0
2,18000,882,2,20,0,1,0,1,0,0,0,0,1,0,0,0
3,100000,1200,3,83,0,0,1,0,0,0,0,0,1,1,0,0
2,76000,736,2,103,0,1,1,0,0,0,0,0,1,0,1,0
3,270000,1710,3,157,0,0,1,0,0,0,0,0,1,1,0,1
1,45000,225,1,200,0,1,1,0,0,0,0,0,1,0,0,0
2,39000,720,2,54,0,1,1,0,0,0,0,0,1,1,0,0
1,12500,555,1,22,0,1,0,1,0,0,0,0,1,0,0,0
1,35000,415,1,84,0,1,0,1,0,0,0,0,1,1,0,0
2,55000,649,2,84,1,0,1,0,0,0,0,0,1,0,0,0
3,90000,1000,2,90,0,0,1,0,0,0,0,0,1,0,0,0
2,250000,1300,2,192,0,0,1,0,0,0,0,0,1,1,0,1
2,25000,1065,2,23,0,0,0,1,0,0,0,0,1,1,0,0
2,90000,854,2,105,1,0,1,0,0,0,0,0,1,1,0,0
3,120000,1200,3,100,0,0,1,0,0,0,0,0,1,1,0,1
1,55000,500,1,110,0,1,1,0,0,0,0,0,1,0,0,0
3,70000,906,3,77,1,0,1,0,0,0,0,0,1,1,0,0
3,300000,1800,4,166,0,0,1,0,0,0,0,0,1,1,0,1
2,25000,500,1,50,0,0,1,0,0,0,0,0,1,1,0,0
1,35000,450,1,77,0,1,0,1,0,0,0,0,1,1,0,0
3,120000,1130,3,106,1,0,1,0,0,0,0,0,1,1,0,1
1,27000,495,2,54,0,0,0,1,0,0,0,0,1,1,0,0
1,25000,407,2,61,0,1,0,1,0,0,0,0,1,1,0,0
3,150000,1092,3,137,1,0,1,0,0,0,0,0,1,0,1,1
2,32000,610,2,52,0,1,1,0,0,0,0,0,1,0,1,0
1,40000,500,2,80,0,0,0,1,0,0,0,0,1,1,0,0
2,52000,750,2,69,0,1,1,0,0,0,0,0,1,1,0,0
2,80000,750,2,106,0,0,1,0,0,0,0,0,1,0,0,0
2,55000,850,2,64,0,0,1,0,0,0,0,0,1,1,0,0
1,30000,350,1,85,0,1,1,0,0,0,0,0,1,1,0,0
1,20000,300,1,66,1,0,1,0,0,0,0,0,1,1,0,0
1,85000,695,2,122,0,0,1,0,0,0,0,0,1,1,0,0
1,40000,415,2,96,1,0,1,0,0,0,0,0,1,1,0,0
1,21000,450,2,46,0,1,1,0,0,0,0,0,1,0,0,0
3,43000,850,3,50,0,1,1,0,0,0,0,0,1,0,1,0
2,58000,805,3,72,1,0,1,0,0,0,0,0,1,1,0,0
2,130000,700,2,185,0,0,1,0,0,0,0,0,1,1,0,1
3,260000,1800,4,144,0,0,1,0,0,0,0,0,1,0,1,1
2,46000,669,2,68,0,1,1,0,0,0,0,0,1,0,0,0
1,6500,325,1,20,0,1,1,0,0,0,0,0,1,0,1,0
1,21000,600,1,35,0,0,0,1,0,0,0,0,1,1,0,0
2,46000,725,2,63,0,1,1,0,0,0,0,0,1,1,0,0
2,60000,750,2,80,1,0,1,0,0,0,0,0,1,1,0,0
3,65000,1050,3,61,1,0,1,0,0,0,0,0,1,0,0,0
2,15000,600,2,25,0,1,1,0,0,0,0,0,1,1,0,0
2,130000,1000,2,130,1,0,1,0,0,0,0,0,1,1,0,1
3,90000,1110,3,81,0,0,1,0,0,0,0,0,1,1,0,0
2,62000,650,2,95,0,1,1,0,0,0,0,0,1,0,1,0
3,160000,1100,3,145,1,0,1,0,0,0,0,0,1,1,0,1
3,80000,1100,3,72,0,1,1,0,0,0,0,0,1,1,0,0
3,80000,1110,3,72,1,0,1,0,0,0,0,0,1,1,0,0
3,55000,999,2,55,1,0,1,0,0,0,0,0,1,0,1,0
3,100000,1000,3,100,0,0,1,0,0,0,0,0,1,1,0,0
4,200000,2200,5,90,1,0,1,0,0,0,0,0,1,1,0,1
3,100000,1256,3,79,0,0,1,0,0,0,0,0,1,0,1,0
2,79500,750,2,106,1,0,1,0,0,0,0,0,1,0,1,0
3,84500,889,2,95,1,0,1,0,0,0,0,0,1,1,0,0
2,100000,750,2,133,1,0,1,0,0,0,0,0,1,1,0,0
1,13000,385,1,33,0,1,1,0,0,0,0,0,1,0,1,0
4,100000,1454,4,68,0,1,1,0,0,0,0,0,1,1,0,0
1,35000,480,2,72,1,0,1,0,0,0,0,0,1,0,1,0
2,72000,660,2,109,1,0,1,0,0,0,0,0,1,1,0,0
3,180000,1600,3,112,0,0,1,0,0,0,0,0,1,1,0,1
1,26000,434,2,59,1,0,1,0,0,0,0,0,1,1,0,0
3,72000,1121,3,64,0,1,1,0,0,0,0,0,1,1,0,0
1,8000,620,2,12,1,0,0,1,0,0,0,0,1,1,0,0
3,130000,937,2,138,0,0,1,0,0,0,0,0,1,0,1,1
1,52000,470,2,110,1,0,1,0,0,0,0,0,1,1,0,0
1,13000,410,1,31,0,1,1,0,0,0,0,0,1,0,1,0
3,45000,850,3,52,0,1,1,0,0,0,0,0,1,0,1,0
3,180000,1500,4,120,0,0,1,0,0,0,0,0,1,1,0,1
2,63000,888,2,70,0,0,1,0,0,0,0,0,1,1,0,0
1,7500,380,2,19,0,1,1,0,0,0,0,0,1,0,0,0
1,30000,360,1,83,0,1,1,0,0,0,0,0,1,1,0,0
1,28500,565,2,50,0,0,0,1,0,0,0,0,1,1,0,0
3,100000,2000,4,50,1,0,0,1,0,0,0,0,1,1,0,0
4,270000,1358,4,198,1,0,1,0,0,0,0,0,1,0,1,1
2,38000,661,2,57,1,0,1,0,0,0,0,0,1,1,0,0
1,26000,450,2,57,0,1,1,0,0,0,0,0,1,0,1,0
3,70000,1300,3,53,0,1,1,0,0,0,0,0,1,0,0,0
2,41000,600,2,68,0,0,1,0,0,0,0,0,1,0,1,0
2,27000,900,3,30,1,0,0,1,0,0,0,0,1,1,0,0
1,53000,379,1,139,1,0,1,0,0,0,0,0,1,0,0,0
2,65000,805,3,80,1,0,1,0,0,0,0,0,1,0,1,0
1,85000,650,2,130,0,0,0,1,0,0,0,0,1,1,0,0
1,6000,500,2,12,1,0,0,1,0,0,0,0,1,1,0,0
1,43000,480,2,89,0,0,1,0,0,0,0,0,1,0,1,0
2,65000,550,2,118,1,0,0,1,0,0,0,0,1,1,0,0
3,280000,1600,3,175,0,0,1,0,0,0,0,0,1,1,0,1
3,98000,1400,2,70,1,0,1,0,0,0,0,0,1,0,1,0
3,330000,1500,2,220,1,0,1,0,0,0,0,0,1,1,0,1
3,65000,1050,3,61,0,1,1,0,0,0,0,0,1,0,0,0
3,85000,920,3,92,0,1,1,0,0,0,0,0,1,0,1,0
1,40000,450,1,88,1,0,1,0,0,0,0,0,1,1,0,0
1,23000,440,1,52,1,0,1,0,0,0,0,0,1,0,0,0
3,55000,932,3,59,0,1,0,1,0,0,0,0,1,1,0,0
1,15000,270,2,55,0,1,1,0,0,0,0,0,1,0,0,0
1,52000,379,2,137,1,0,1,0,0,0,0,0,1,0,0,0
2,13000,582,2,22,0,0,1,0,0,0,0,0,1,0,1,0
2,95000,800,2,118,1,0,1,0,0,0,0,0,1,1,0,0
1,25000,444,2,56,0,1,1,0,0,0,0,0,1,1,0,0
1,21000,428,1,49,0,1,1,0,0,0,0,0,1,1,0,0
5,360000,1880,4,191,0,0,1,0,0,0,0,0,1,0,1,1
2,60000,888,2,67,1,0,1,0,0,0,0,0,1,1,0,0
1,19000,490,1,38,0,1,0,1,0,0,0,0,1,1,0,0
3,140000,937,4,149,0,1,1,0,0,0,0,0,1,0,1,1
2,30000,710,2,42,0,1,1,0,0,0,0,0,1,0,1,0
4,130000,1617,5,80,1,0,1,0,0,0,0,0,1,1,0,1
2,80000,836,2,95,0,1,1,0,0,0,0,0,1,1,0,0
2,85000,1200,3,70,1,0,1,0,0,0,0,0,1,1,0,0
2,65000,950,2,68,0,0,1,0,0,0,0,0,1,1,0,0
1,33000,460,2,71,1,0,1,0,0,0,0,0,1,1,0,0
1,36000,585,2,61,1,0,0,1,0,0,0,0,1,1,0,0
2,22000,550,2,40,0,0,1,0,0,0,0,0,1,0,1,0
1,17000,375,1,45,0,1,1,0,0,0,0,0,1,1,0,0
2,55000,700,2,78,0,0,1,0,0,0,0,0,1,1,0,0
2,66000,750,2,88,0,1,1,0,0,0,0,0,1,0,1,0
4,140000,2000,4,70,0,0,1,0,0,0,0,0,1,0,1,1
4,260000,2046,5,127,1,0,1,0,0,0,0,0,1,1,0,1
2,32000,750,2,42,1,0,0,1,0,0,0,0,1,1,0,0
2,45000,730,2,61,0,1,1,0,0,0,0,0,1,0,1,0
2,50000,750,2,66,1,0,1,0,0,0,0,0,1,1,0,0
1,18500,229,1,80,1,0,0,1,0,0,0,0,1,1,0,0
2,51000,910,2,56,0,1,1,0,0,0,0,0,1,0,0,0
4,140000,1648,5,84,1,0,1,0,0,0,0,0,1,1,0,1
3,80000,1100,3,72,0,1,1,0,0,0,0,0,1,0,1,0
1,30000,560,2,53,0,1,1,0,0,0,0,0,1,0,0,0
2,85000,850,2,100,0,1,1,0,0,0,0,0,1,1,0,0
1,15000,450,1,33,0,1,0,1,0,0,0,0,1,0,1,0
2,50000,820,2,60,1,0,1,0,0,0,0,0,1,1,0,0
2,60000,750,2,80,0,1,1,0,0,0,0,0,1,1,0,0
1,23000,410,1,56,0,1,1,0,0,0,0,0,1,1,0,0
1,14500,490,2,29,0,1,1,0,0,0,0,0,1,1,0,0
2,40000,700,2,57,0,1,1,0,0,0,0,0,1,1,0,0
5,650000,3000,5,216,1,0,1,0,0,0,0,0,1,1,0,2
1,80000,560,1,142,0,0,1,0,0,0,0,0,1,1,0,0
2,55000,650,2,84,0,1,1,0,0,0,0,0,1,1,0,0
1,12000,520,1,23,1,0,0,1,0,0,0,0,1,1,0,0
2,45000,850,2,52,0,1,1,0,0,0,0,0,1,1,0,0
2,90000,777,2,115,0,0,1,0,0,0,0,0,1,1,0,0
2,43000,771,2,55,0,1,1,0,0,0,0,0,1,1,0,0
1,22000,400,1,55,0,1,1,0,0,0,0,0,1,1,0,0
2,20000,600,2,33,0,0,1,0,0,0,0,0,1,0,1,0
1,26000,390,2,66,1,0,1,0,0,0,0,0,1,1,0,0
4,850000,3200,4,265,0,0,1,0,0,0,0,0,1,1,0,2
1,34999,450,2,77,0,0,1,0,0,0,0,0,1,1,0,0
1,35000,500,2,70,1,0,0,1,0,0,0,0,1,1,0,0
1,50000,410,1,121,1,0,1,0,0,0,0,0,1,1,0,0
1,16000,160,1,100,0,1,1,0,0,0,0,0,1,1,0,0
2,55000,750,2,73,0,1,1,0,0,0,0,0,1,1,0,0
1,39000,585,2,66,0,1,0,1,0,0,0,0,1,0,1,0
3,100000,1300,3,76,1,0,1,0,0,0,0,0,1,0,1,0
1,25000,350,1,71,0,0,1,0,0,0,0,0,1,1,0,0
1,25000,490,2,51,1,0,0,1,0,0,0,0,1,1,0,0
2,49500,650,2,76,0,1,1,0,0,0,0,0,1,0,1,0
1,21000,225,1,93,0,1,1,0,0,0,0,0,1,1,0,0
2,110000,850,2,129,1,0,1,0,0,0,0,0,1,1,0,0
1,21000,385,1,54,0,1,0,1,0,0,0,0,1,1,0,0
2,46700,800,2,58,0,1,1,0,0,0,0,0,1,0,1,0
4,400000,2500,4,160,0,0,1,0,0,0,0,0,1,1,0,1
4,280000,1526,5,183,1,0,1,0,0,0,0,0,1,1,0,1
1,18000,300,1,60,0,1,0,1,0,0,0,0,1,1,0,0
3,80000,1800,3,44,1,0,0,1,0,0,0,0,1,1,0,0
2,88000,800,2,110,1,0,1,0,0,0,0,0,1,1,0,0
3,90000,890,2,101,0,0,1,0,0,0,0,0,1,0,1,0
2,38000,700,2,54,0,1,1,0,0,0,0,0,1,1,0,0
1,20000,465,1,43,1,0,0,1,0,0,0,0,1,0,0,0
2,140000,900,2,155,0,0,1,0,0,0,0,0,1,0,1,1
3,78000,1073,3,72,1,0,1,0,0,0,0,0,1,1,0,0
1,21000,450,1,46,0,1,0,1,0,0,0,0,1,1,0,0
3,95000,1350,3,70,0,0,1,0,0,0,0,0,1,1,0,0
2,90000,800,2,112,0,0,1,0,0,0,0,0,1,1,0,0
2,34000,600,2,56,0,1,1,0,0,0,0,0,1,0,0,0
2,55000,650,2,84,0,1,1,0,0,0,0,0,1,1,0,0
2,52000,550,2,94,0,0,1,0,0,0,0,0,1,0,0,0
1,74999,840,2,89,0,1,1,0,0,0,0,0,1,1,0,0
3,75000,1121,2,66,0,0,1,0,0,0,0,0,1,1,0,0
2,45000,650,2,69,0,1,1,0,0,0,0,0,1,1,0,0
1,22000,575,1,38,0,1,0,1,0,0,0,0,1,1,0,0
1,32000,475,1,67,0,0,0,1,0,0,0,0,1,1,0,0
2,34000,830,2,40,1,0,1,0,0,0,0,0,1,1,0,0
3,170000,1337,3,127,1,0,1,0,0,0,0,0,1,1,0,1
1,23000,420,2,54,1,0,1,0,0,0,0,0,1,1,0,0
1,20000,310,1,64,0,1,1,0,0,0,0,0,1,0,0,0
3,350000,1800,4,194,0,0,1,0,0,0,0,0,1,0,1,1
3,90000,967,3,93,0,0,1,0,0,0,0,0,1,1,0,0
1,55000,505,1,108,1,0,1,0,0,0,0,0,1,1,0,0
1,15000,275,1,54,0,1,0,1,0,0,0,0,1,1,0,0
2,22000,640,2,34,1,0,1,0,0,0,0,0,1,0,1,0
3,60000,1500,3,40,1,0,1,0,0,0,0,0,1,1,0,0
2,49000,850,2,57,1,0,1,0,0,0,0,0,1,1,0,0
2,34000,900,2,37,1,0,1,0,0,0,0,0,1,1,0,0
1,24000,430,2,55,0,0,1,0,0,0,0,0,1,1,0,0
4,270000,1649,3,163,1,0,1,0,0,0,0,0,1,0,1,1
3,69000,1100,3,62,0,1,1,0,0,0,0,0,1,1,0,0
3,120000,1200,3,100,1,0,1,0,0,0,0,0,1,1,0,1
2,32000,680,2,47,0,1,1,0,0,0,0,0,1,0,1,0
2,24000,600,2,40,1,0,1,0,0,0,0,0,1,0,0,0
4,100000,1560,4,64,0,1,1,0,0,0,0,0,1,1,0,0
5,600000,4500,5,133,0,0,1,0,0,0,0,0,1,0,0,2
2,45000,771,2,58,0,1,1,0,0,0,0,0,1,1,0,0
2,80000,800,2,100,1,0,1,0,0,0,0,0,1,1,0,0
2,37000,800,2,46,1,0,0,1,0,0,0,0,1,0,0,0
3,210000,1425,4,147,0,0,1,0,0,0,0,0,1,0,0,1
4,190000,1750,4,108,1,0,1,0,0,0,0,0,1,1,0,1
1,25000,475,2,52,0,1,1,0,0,0,0,0,1,0,0,0
4,210000,2000,5,105,0,1,1,0,0,0,0,0,1,0,0,1
3,200000,1375,3,145,1,0,1,0,0,0,0,0,1,0,1,1
5,310000,2800,5,110,1,0,1,0,0,0,0,0,1,1,0,1
1,26000,650,1,40,1,0,0,1,0,0,0,0,1,1,0,0
2,27000,600,2,45,0,1,1,0,0,0,0,0,1,0,0,0
1,26000,649,1,40,0,1,0,1,0,0,0,0,1,1,0,0
2,60000,950,2,63,0,0,1,0,0,0,0,0,1,0,0,0
1,12000,225,1,53,0,1,1,0,0,0,0,0,1,0,1,0
2,180000,1000,2,180,0,0,1,0,0,0,0,0,1,1,0,1
1,30000,330,1,90,0,0,1,0,0,0,0,0,1,0,1,0
3,100000,1200,3,83,0,0,1,0,0,0,0,0,1,1,0,0
3,140000,1270,3,110,1,0,1,0,0,0,0,0,1,0,0,1
3,70000,920,3,76,0,1,1,0,0,0,0,0,1,1,0,0
2,20000,630,2,31,0,1,1,0,0,0,0,0,1,0,1,0
2,22000,670,2,32,0,0,1,0,0,0,0,0,1,0,1,0
1,32000,450,1,71,0,0,0,1,0,0,0,0,1,1,0,0
1,20000,265,1,75,0,1,0,1,0,0,0,0,1,1,0,0
2,50000,600,2,83,1,0,1,0,0,0,0,0,1,1,0,0
2,29000,670,2,43,0,1,1,0,0,0,0,0,1,0,1,0
2,45000,650,2,69,1,0,1,0,0,0,0,0,1,1,0,0
1,6500,422,2,15,1,0,1,0,0,0,0,0,1,0,1,0
2,55000,955,2,57,0,1,1,0,0,0,0,0,1,1,0,0
3,69999,1100,3,63,0,0,1,0,0,0,0,0,1,1,0,0
1,18500,300,1,61,0,1,1,0,0,0,0,0,1,0,0,0
2,50000,900,2,55,1,0,1,0,0,0,0,0,1,1,0,0
2,45000,785,2,57,0,1,1,0,0,0,0,0,1,0,0,0
3,85000,1350,3,62,0,0,1,0,0,0,0,0,1,0,1,0
2,85000,900,2,94,1,0,1,0,0,0,0,0,1,1,0,0
1,25000,400,1,62,0,1,1,0,0,0,0,0,1,0,0,0
2,75000,800,3,93,1,0,1,0,0,0,0,0,1,0,0,0
2,190000,895,2,212,1,0,1,0,0,0,0,0,1,1,0,1
1,20000,625,1,32,1,0,0,1,0,0,0,0,1,1,0,0
2,30000,720,2,41,1,0,1,0,0,0,0,0,1,1,0,0
2,75000,750,2,100,0,0,1,0,0,0,0,0,1,1,0,0
3,350000,1663,2,210,1,0,1,0,0,0,0,0,1,1,0,1
2,70000,660,2,106,1,0,1,0,0,0,0,0,1,1,0,0
2,32000,700,2,45,0,0,1,0,0,0,0,0,1,1,0,0
1,22000,377,2,58,0,1,0,1,0,0,0,0,1,1,0,0
2,35000,650,2,53,1,0,1,0,0,0,0,0,1,0,1,0
2,47000,650,2,72,0,1,1,0,0,0,0,0,1,1,0,0
4,400000,2080,5,192,1,0,1,0,0,0,0,0,1,1,0,1
2,31000,700,2,44,1,0,0,1,0,0,0,0,1,1,0,0
1,60000,430,1,139,0,0,1,0,0,0,0,0,1,1,0,0
2,58000,650,2,89,0,1,1,0,0,0,0,0,1,0,1,0
3,85000,890,2,95,0,0,1,0,0,0,0,0,1,1,0,0
2,45000,965,2,46,0,1,0,1,0,0,0,0,1,1,0,0
1,7500,630,2,11,1,0,0,1,0,0,0,0,1,1,0,0
4,250000,2100,4,119,1,0,1,0,0,0,0,0,1,1,0,1
3,150000,1100,3,136,0,0,1,0,0,0,0,0,1,0,1,1
2,80000,730,2,109,1,0,1,0,0,0,0,0,1,1,0,0
3,75000,1380,3,54,1,0,1,0,0,0,0,0,1,1,0,0
3,66000,1100,3,60,1,0,1,0,0,0,0,0,1,1,0,0
1,45000,450,1,100,1,0,1,0,0,0,0,0,1,0,0,0
1,22000,500,1,44,0,1,0,1,0,0,0,0,1,1,0,0
3,65000,1100,3,59,1,0,1,0,0,0,0,0,1,0,0,0
3,55000,868,3,63,0,1,1,0,0,0,0,0,1,0,1,0
2,55000,750,2,73,1,0,1,0,0,0,0,0,1,1,0,0
1,36000,540,2,66,0,1,0,1,0,0,0,0,1,1,0,0
4,230000,2100,5,109,0,0,1,0,0,0,0,0,1,0,1,1
1,22000,450,2,48,1,0,1,0,0,0,0,0,1,0,1,0
3,170000,1600,4,106,1,0,1,0,0,0,0,0,1,0,1,1
1,34000,560,2,60,1,0,0,1,0,0,0,0,1,0,0,0
1,45000,500,1,90,0,1,1,0,0,0,0,0,1,0,0,0
1,14000,305,1,45,0,1,1,0,0,0,0,0,1,1,0,0
3,75000,970,2,77,0,0,1,0,0,0,0,0,1,1,0,0
1,7000,480,1,14,0,1,1,0,0,0,0,0,1,1,0,0
2,55000,720,2,76,1,0,1,0,0,0,0,0,1,1,0,0
2,55000,950,2,57,1,0,1,0,0,0,0,0,1,0,1,0
4,700000,3200,4,218,0,0,1,0,0,0,0,0,1,1,0,2
3,140000,1450,3,96,0,0,1,0,0,0,0,0,1,0,1,1
2,42000,774,2,54,1,0,1,0,0,0,0,0,1,0,1,0
1,27000,450,1,60,0,1,0,1,0,0,0,0,1,0,1,0
3,60000,1000,3,60,1,0,1,0,0,0,0,0,1,0,0,0
1,17000,340,1,50,1,0,0,1,0,0,0,0,1,1,0,0
1,30000,430,2,69,1,0,1,0,0,0,0,0,1,1,0,0
2,45000,722,2,62,0,1,1,0,0,0,0,0,1,1,0,0
3,90000,1152,2,78,0,0,1,0,0,0,0,0,1,1,0,0
1,25000,641,1,39,0,1,0,1,0,0,0,0,1,1,0,0
2,70000,810,2,86,0,0,1,0,0,0,0,0,1,1,0,0
2,90000,800,2,112,0,0,1,0,0,0,0,0,1,0,1,0
2,110000,875,2,125,0,1,1,0,0,0,0,0,1,1,0,0
2,20000,700,2,28,0,1,0,1,0,0,0,0,1,0,1,0
1,35000,420,1,83,1,0,0,1,0,0,0,0,1,1,0,0
3,80000,1400,3,57,0,0,1,0,0,0,0,0,1,1,0,0
2,54500,758,2,71,1,0,1,0,0,0,0,0,1,1,0,0
4,350000,2880,5,121,0,1,1,0,0,0,0,0,1,0,0,1
1,45000,480,2,93,0,0,1,0,0,0,0,0,1,1,0,0
1,38000,550,2,69,0,1,1,0,0,0,0,0,1,0,0,0
2,90000,900,2,100,1,0,1,0,0,0,0,0,1,0,0,0
1,22000,400,1,55,0,1,0,1,0,0,0,0,1,1,0,0
2,70000,760,2,92,1,0,1,0,0,0,0,0,1,1,0,0
4,380000,2800,5,135,0,1,1,0,0,0,0,0,1,0,0,1
1,50000,400,1,125,1,0,1,0,0,0,0,0,1,1,0,0
4,680000,1962,5,346,1,0,1,0,0,0,0,0,1,1,0,2
3,140000,1100,3,127,1,0,1,0,0,0,0,0,1,1,0,1
2,40000,800,2,50,1,0,0,1,0,0,0,0,1,1,0,0
2,32000,590,2,54,0,1,1,0,0,0,0,0,1,0,1,0
2,78000,600,2,130,1,0,1,0,0,0,0,0,1,1,0,0
4,280000,2500,6,112,1,0,1,0,0,0,0,0,1,1,0,1
2,45000,670,2,67,0,1,1,0,0,0,0,0,1,1,0,0
2,65000,960,2,67,1,0,1,0,0,0,0,0,1,1,0,0
2,65000,1500,3,43,1,0,0,1,0,0,0,0,1,1,0,0
1,35000,500,1,70,1,0,0,1,0,0,0,0,1,1,0,0
3,90000,1120,2,80,0,0,1,0,0,0,0,0,1,0,1,0
4,250000,2729,5,91,1,0,1,0,0,0,0,0,1,0,0,1
3,70000,3354,3,20,0,0,1,0,0,0,0,0,0,1,0,0
2,10500,800,2,13,1,0,0,1,0,0,0,0,0,1,0,0
2,13000,1000,2,13,1,0,0,1,0,0,0,0,0,1,0,0
2,17000,1040,2,16,0,0,0,1,0,0,0,0,0,1,0,0
3,21000,1403,3,14,1,0,0,1,0,0,0,0,0,1,0,0
2,10000,600,1,16,0,0,0,1,0,0,0,0,0,1,0,0
4,61500,2608,3,23,1,0,1,0,0,0,0,0,0,0,0,0
2,13000,850,2,15,1,0,1,0,0,0,0,0,0,0,1,0
1,7500,400,1,18,0,1,0,1,0,0,0,0,0,1,0,0
2,17000,1000,2,17,1,0,0,1,0,0,0,0,0,1,0,0
3,25000,1350,3,18,1,0,1,0,0,0,0,0,0,0,0,0
2,10500,800,2,13,1,0,1,0,0,0,0,0,0,1,0,0
1,8000,350,1,22,1,0,0,1,0,0,0,0,0,1,0,0
1,9500,900,1,10,1,0,0,1,0,0,0,0,0,1,0,0
3,50000,2000,3,25,1,0,1,0,0,0,0,0,0,1,0,0
2,13000,700,2,18,1,0,0,1,0,0,0,0,0,1,0,0
1,13500,600,1,22,1,0,0,1,0,0,0,0,0,1,0,0
2,13000,700,1,18,1,0,1,0,0,0,0,0,0,1,0,0
1,15000,600,1,25,1,0,0,1,0,0,0,0,0,0,0,0
2,15000,1400,3,10,0,0,0,1,0,0,0,0,0,1,0,0
1,7000,600,1,11,0,1,0,1,0,0,0,0,0,1,0,0
2,25000,770,2,32,0,0,0,1,0,0,0,0,0,1,0,0
2,17000,900,2,18,1,0,1,0,0,0,0,0,0,0,1,0
1,7500,500,1,15,0,0,0,1,0,0,0,0,0,1,0,0
2,15000,1100,2,13,0,1,0,1,0,0,0,0,0,1,0,0
1,7500,500,1,15,1,0,0,1,0,0,0,0,0,1,0,0
3,25000,1260,3,19,0,0,0,1,0,0,0,0,0,1,0,0
3,54000,1750,3,30,1,0,1,0,0,0,0,0,0,1,0,0
1,14500,600,1,24,1,0,1,0,0,0,0,0,0,0,0,0
1,4500,450,1,10,1,0,0,1,0,0,0,0,0,1,0,0
2,10500,800,1,13,1,0,0,1,0,0,0,0,0,1,0,0
1,5500,400,1,13,0,1,0,1,0,0,0,0,0,1,0,0
2,16000,600,2,26,0,1,1,0,0,0,0,0,0,0,0,0
1,7000,400,1,17,0,1,0,1,0,0,0,0,0,1,0,0
2,12500,900,2,13,0,0,0,1,0,0,0,0,0,1,0,0
2,10000,1200,1,8,1,0,0,1,0,0,0,0,0,1,0,0
2,18000,1045,2,17,1,0,1,0,0,0,0,0,0,0,0,0
3,28000,1021,3,27,0,0,1,0,0,0,0,0,0,0,0,0
3,12000,1200,2,10,0,1,0,1,0,0,0,0,0,1,0,0
2,13000,1000,1,13,0,1,1,0,0,0,0,0,0,1,0,0
2,50000,1280,2,39,0,0,1,0,0,0,0,0,0,1,0,0
1,7000,450,1,15,1,0,1,0,0,0,0,0,0,1,0,0
2,30000,450,2,66,0,1,0,1,0,0,0,0,0,1,0,0
1,10000,600,2,16,1,0,0,1,0,0,0,0,0,1,0,0
2,15000,800,2,18,1,0,0,1,0,0,0,0,0,1,0,0
1,7500,500,1,15,0,1,0,1,0,0,0,0,0,1,0,0
3,45000,1680,3,26,1,0,0,1,0,0,0,0,0,1,0,0
3,65000,2000,3,32,1,0,1,0,0,0,0,0,0,0,0,0
1,12000,500,1,24,1,0,1,0,0,0,0,0,0,0,0,0
1,7000,500,1,14,1,0,1,0,0,0,0,0,0,0,0,0
1,9000,800,1,11,0,1,0,1,0,0,0,0,0,1,0,0
2,23000,1100,2,20,1,0,0,1,0,0,0,0,0,0,1,0
2,30000,1200,2,25,1,0,0,1,0,0,0,0,0,1,0,0
1,8000,500,1,16,0,1,1,0,0,0,0,0,0,1,0,0
2,16000,1155,2,13,1,0,0,1,0,0,0,0,0,0,1,0
1,7500,440,1,17,1,0,0,1,0,0,0,0,0,1,0,0
2,20000,1040,2,19,1,0,1,0,0,0,0,0,0,1,0,0
4,110000,2900,4,37,0,0,1,0,0,0,0,0,0,0,0,0
3,30000,1200,2,25,1,0,0,1,0,0,0,0,0,1,0,0
3,20000,1600,3,12,1,0,0,1,0,0,0,0,0,0,1,0
4,84000,3150,4,26,0,1,1,0,0,0,0,0,0,0,0,0
2,17000,1000,2,17,1,0,0,1,0,0,0,0,0,1,0,0
2,15000,1200,2,12,1,0,0,1,0,0,0,0,0,1,0,0
1,6000,400,1,15,1,0,0,1,0,0,0,0,0,1,0,0
2,16000,950,3,16,0,0,1,0,0,0,0,0,0,1,0,0
2,9500,530,1,17,1,0,1,0,0,0,0,0,0,1,0,0
1,8000,300,1,26,0,1,1,0,0,0,0,0,0,1,0,0
2,15000,1000,2,15,1,0,0,1,0,0,0,0,0,1,0,0
1,12000,450,1,26,0,1,0,1,0,0,0,0,0,1,0,0
1,10000,600,1,16,1,0,1,0,0,0,0,0,0,0,0,0
2,16000,1100,2,14,0,1,0,1,0,0,0,0,0,1,0,0
1,11000,400,1,27,0,1,0,1,0,0,0,0,0,1,0,0
2,11000,700,2,15,0,1,0,1,0,0,0,0,0,1,0,0
2,20000,1105,2,18,1,0,0,1,0,0,0,0,0,1,0,0
3,24000,1430,2,16,1,0,0,1,0,0,0,0,0,1,0,0
2,14500,850,2,17,1,0,0,1,0,0,0,0,0,1,0,0
1,4000,650,1,6,0,1,0,1,0,0,0,0,0,1,0,0
